ID,TARGET
2,0.378825396299
5,0.381313204765
6,0.370605826378
7,0.374322891235
9,0.370605826378
11,0.42214640975
12,0.380317121744
15,0.419035553932
16,0.377404928207
17,0.374902188778
19,0.377382904291
21,0.370649397373
22,0.374051511288
24,0.370605826378
27,0.373792618513
28,0.373548865318
30,0.398741006851
33,0.370605826378
35,0.370605826378
37,0.375008165836
38,0.377338916063
40,0.410919189453
41,0.375197023153
44,0.37340721488
46,0.400484263897
47,0.373517394066
48,0.370605826378
50,0.370605826378
52,0.411015599966
53,0.374322891235
55,0.37560492754
57,0.370605826378
58,0.373188734055
59,0.375070631504
62,0.378825396299
63,0.370605826378
64,0.378825396299
65,0.376585096121
67,0.374048173428
69,0.378559947014
70,0.370605826378
71,0.389270544052
72,0.370605826378
73,0.370605826378
76,0.372960627079
78,0.372960627079
79,0.374758720398
81,0.370605826378
85,0.370605826378
86,0.370605826378
89,0.378825396299
94,0.394938319921
96,0.370649397373
97,0.377323329449
98,0.370605826378
99,0.375154525042
100,0.422035396099
103,0.393158853054
104,0.370782285929
108,0.373232394457
110,0.370811164379
112,0.379254162312
114,0.376112312078
116,0.373261511326
117,0.372770339251
119,0.374582439661
120,0.373328030109
121,0.370605826378
123,0.375145256519
124,0.378825396299
126,0.370605826378
128,0.374048173428
129,0.385120779276
133,0.377582967281
138,0.378825396299
147,0.377778172493
149,0.381139695644
158,0.370605826378
160,0.370605826378
164,0.379078686237
167,0.377728164196
168,0.373458117247
174,0.370605826378
181,0.373870879412
185,0.378825396299
187,0.370998412371
189,0.373188734055
190,0.382647901773
194,0.372960627079
197,0.39319819212
198,0.375070631504
201,0.385076522827
205,0.373523056507
208,0.40583717823
211,0.370605826378
216,0.377237319946
219,0.379384338856
223,0.371796369553
224,0.393644928932
226,0.375070631504
229,0.374048173428
230,0.375008165836
237,0.374914228916
238,0.375070631504
240,0.382360428572
243,0.370605826378
245,0.393757849932
246,0.420401215553
247,0.370649397373
248,0.37349230051
249,0.370605826378
250,0.422069042921
251,0.370605826378
255,0.385120779276
256,0.378418564796
257,0.385076522827
260,0.410770982504
261,0.370605826378
263,0.422225236893
264,0.410919189453
267,0.373523056507
268,0.373768806458
272,0.370649397373
274,0.373188734055
275,0.370605826378
277,0.42454919219
278,0.433416992426
280,0.373186469078
281,0.373619616032
282,0.382795542479
283,0.370605826378
284,0.389647603035
286,0.375070631504
290,0.37470471859
291,0.378825396299
293,0.375892311335
295,0.374210953712
297,0.370605826378
298,0.392852693796
300,0.372960627079
304,0.373815000057
305,0.372960627079
308,0.370605826378
309,0.370605826378
310,0.370796829462
312,0.378825396299
313,0.410919189453
315,0.373277127743
317,0.377254039049
318,0.378516346216
321,0.377893388271
323,0.390441298485
325,0.373188734055
326,0.375070631504
327,0.370605826378
328,0.411787807941
329,0.374048173428
330,0.370811164379
331,0.373731076717
334,0.379458755255
335,0.373004257679
336,0.385076522827
337,0.374666929245
338,0.376256227493
339,0.375070631504
341,0.419864147902
343,0.38440567255
346,0.370605826378
348,0.370605826378
350,0.393938332796
351,0.370605826378
352,0.375070631504
357,0.37923771143
358,0.370605826378
360,0.370605826378
361,0.375070631504
